state;statenum;trend;treated;treated_post;lncase;afdcben;unemp;empratio;mon_d2;mon_d3;mon_d4;caseload;popn;empratio_raw;south;control;T0
SD;42;76;1;0;-4.629196167;3.339999914;4.400000095;-0.780933797;0;0;0;7262;724397;0.457978159;0;0;102
SD;42;77;1;0;-4.631235123;3.339999914;4.300000191;-0.777995825;0;0;0;7261;724978;0.459325671;0;0;102
SD;42;78;1;0;-4.624912262;3.339999914;4.300000191;-0.76441735;0;0;0;7321;725559;0.46560514;0;0;102
SD;42;79;1;0;-4.620959759;3.339999914;3.400000095;-0.7449494;1;0;0;7364;726140;0.474758297;0;0;102
SD;42;80;1;0;-4.633647919;3.339999914;3;-0.73048377;1;0;0;7285;726721;0.481675923;0;0;102
SD;42;81;1;0;-4.65173912;3.339999914;3.599999905;-0.711437941;1;0;0;7168;727302;0.49093774;0;0;102
SD;42;82;1;0;-4.659936905;3.339999914;3.299999952;-0.703823805;0;1;0;7123;727884;0.49469009;0;0;102
SD;42;83;1;0;-4.66731739;3.339999914;3.599999905;-0.708600938;0;1;0;7084;728465;0.492332518;0;0;102
SD;42;84;1;0;-4.677290916;3.339999914;3.200000048;-0.723960876;0;1;0;7027;729046;0.484828115;0;0;102
SD;42;85;1;0;-4.67620039;3.279999971;2.900000095;-0.723516226;0;0;1;7048;729627;0.485043734;0;0;102
SD;42;86;1;0;-4.689074993;3.279999971;3.299999952;-0.727152705;0;0;1;6968;730069;0.483283073;0;0;102
SD;42;87;1;0;-4.681396484;3.279999971;3.599999905;-0.741007447;0;0;1;7032;730511;0.476633489;0;0;102
SD;42;88;1;0;-4.683564663;3.279999971;4.300000191;-0.74943465;0;0;0;7027;730953;0.47263366;0;0;102
SD;42;89;1;0;-4.686586857;3.279999971;4.199999809;-0.743616521;0;0;0;7016;731395;0.475391537;0;0;102
SD;42;90;1;0;-4.672070026;3.279999971;4.099999905;-0.727487624;0;0;0;7129;731837;0.483121246;0;0;102
SD;42;91;1;0;-4.681835175;3.279999971;3.299999952;-0.70284611;1;0;0;7070;732280;0.495173991;0;0;102
SD;42;92;1;0;-4.697963238;3.279999971;3;-0.686612189;1;0;0;6967;732722;0.503278196;0;0;102
SD;42;93;1;0;-4.713732719;3.279999971;3.400000095;-0.66753298;1;0;0;6868;733164;0.512972534;0;0;102
SD;42;94;1;0;-4.737563133;3.279999971;3;-0.657585084;0;1;0;6716;733606;0.518100977;0;0;102
SD;42;95;1;0;-4.746485233;3.279999971;3.299999952;-0.668036282;0;1;0;6666;734048;0.512714446;0;0;102
SD;42;96;1;0;-4.75773859;3.279999971;2.900000095;-0.684047699;0;1;0;6601;734490;0.504570544;0;0;102
SD;42;97;1;0;-4.774143219;7.130000114;2.599999905;-0.6840747;0;0;1;6503;734932;0.504556894;0;0;102
SD;42;98;1;0;-4.785921097;7.130000114;2.799999952;-0.691020608;0;0;1;6434;735151;0.50106442;0;0;102
SD;42;99;1;0;-4.773600578;7.130000114;3;-0.708967149;0;0;1;6521;735370;0.492152244;0;0;102
SD;42;100;1;0;-4.78070879;7.130000114;3.700000048;-0.715926766;0;0;0;6482;735589;0.488738954;0;0;102
SD;42;101;1;0;-4.796581745;7.130000114;3.400000095;-0.714601338;0;0;0;6387;735808;0.489387184;0;0;102
SD;42;102;1;0;-4.794095516;7.130000114;3.299999952;-0.700006008;0;0;0;6410;736027;0.496582329;0;0;102
SD;42;103;1;1;-4.808237076;7.130000114;2.799999952;-0.681352794;1;0;0;6327;736247;0.505932093;0;0;102
SD;42;104;1;1;-4.83219862;7.130000114;2.5;-0.66567868;1;0;0;6184;736466;0.513924599;0;0;102
SD;42;105;1;1;-4.847309113;7.130000114;2.900000095;-0.646794617;1;0;0;6098;736685;0.523721814;0;0;102
SD;42;106;1;1;-4.869125843;7.130000114;2.599999905;-0.640282869;0;1;0;5973;736904;0.5271433;0;0;102
SD;42;107;1;1;-4.858082771;7.130000114;2.900000095;-0.648870111;0;1;0;6046;737123;0.522635996;0;0;102
SD;42;108;1;1;-4.855883598;7.130000114;2.5;-0.664864123;0;1;0;6066;737342;0.514343441;0;0;102
SD;42;109;1;1;-4.871432781;7.28000021;2.400000095;-0.66388303;0;0;1;5979;737561;0.514848292;0;0;102
SD;42;110;1;1;-4.861450195;7.28000021;2.900000095;-0.669856131;0;0;1;6039;737595;0.511782229;0;0;102
SD;42;111;1;1;-4.846666813;7.28000021;3.099999905;-0.685718536;0;0;1;6129;737630;0.503728151;0;0;102
SD;42;112;1;1;-4.836926937;7.28000021;3.900000095;-0.699162543;0;0;0;6189;737664;0.49700135;0;0;102
SD;42;113;1;1;-4.854540348;7.28000021;3.799999952;-0.696906447;0;0;0;6081;737698;0.498123884;0;0;102
SD;42;114;1;1;-4.851588249;7.28000021;3.799999952;-0.683103323;0;0;0;6099;737733;0.505047202;0;0;102
SD;42;115;1;1;-4.851924896;7.28000021;3.099999905;-0.660676479;1;0;0;6097;737767;0.516501844;0;0;102
SD;42;116;1;1;-4.855541706;7.28000021;2.799999952;-0.645942211;1;0;0;6075;737801;0.524168432;0;0;102
SD;42;117;1;1;-4.886301994;7.28000021;3.299999952;-0.630487204;1;0;0;5891;737836;0.532332361;0;0;102
TN;43;1;0;0;-4.346512794;3.579999924;7.400000095;-0.79391259;0;0;1;61948;4782927;0.452072561;1;1;117
TN;43;2;0;0;-4.323264599;3.579999924;7.599999905;-0.795373499;0;0;1;63459;4786220;0.451412588;1;1;117
TN;43;3;0;0;-4.305643559;3.579999924;6.800000191;-0.807977796;0;0;1;64642;4789512;0.445758551;1;1;117
TN;43;4;0;0;-4.296426773;3.579999924;7.800000191;-0.827906489;0;0;0;65296;4792805;0.436963111;1;1;117
TN;43;5;0;0;-4.286187172;3.579999924;7.400000095;-0.821551085;0;0;0;66024;4796097;0.439749032;1;1;117
TN;43;6;0;0;-4.270929813;3.579999924;7.300000191;-0.812254667;0;0;0;67096;4799390;0.44385621;1;1;117
TN;43;7;0;0;-4.269142151;3.579999924;6.800000191;-0.810552359;1;0;0;67273;4802682;0.444612414;1;1;117
TN;43;8;0;0;-4.276821613;3.579999924;6.5;-0.800784171;1;0;0;66815;4805975;0.448976755;1;1;117
TN;43;9;0;0;-4.282332897;3.579999924;7.300000191;-0.781770527;1;0;0;66504;4809267;0.45759511;1;1;117
TN;43;10;0;0;-4.289031029;3.579999924;6.599999905;-0.773231566;0;1;0;66116;4812560;0.461519241;1;1;117
TN;43;11;0;0;-4.279314518;3.579999924;6.5;-0.773743391;0;1;0;66818;4815852;0.461283058;1;1;117
TN;43;12;0;0;-4.282572746;3.579999924;6;-0.771479189;0;1;0;66657;4819145;0.462328702;1;1;117
TN;43;13;0;0;-4.281558037;3.559999943;5.900000095;-0.768229127;0;0;1;66781;4822437;0.463833749;1;1;117
TN;43;14;0;0;-4.287985325;3.559999943;5.900000095;-0.772145987;0;0;1;66399;4825104;0.462020516;1;1;117
TN;43;15;0;0;-4.290227413;3.559999943;5.300000191;-0.787788987;0;0;1;66296;4827772;0.454849362;1;1;117
TN;43;16;0;0;-4.282296658;3.559999943;6.599999905;-0.816089034;0;0;0;66870;4830439;0.442157537;1;1;117
TN;43;17;0;0;-4.276486874;3.559999943;6.300000191;-0.810998678;0;0;0;67306;4833106;0.44441402;1;1;117
TN;43;18;0;0;-4.253406525;3.559999943;6.199999809;-0.803871453;0;0;0;68925;4835773;0.447592765;1;1;117
TN;43;19;0;0;-4.257686138;3.559999943;5.699999809;-0.804501593;1;0;0;68678;4838441;0.447310805;1;1;117
TN;43;20;0;0;-4.273825169;3.559999943;5.5;-0.797975659;1;0;0;67625;4841108;0.45023948;1;1;117
TN;43;21;0;0;-4.277297497;3.559999943;6.300000191;-0.779755712;1;0;0;67437;4843775;0.458517998;1;1;117
TN;43;22;0;0;-4.27703619;3.559999943;5.900000095;-0.772766352;0;1;0;67501;4846442;0.461733997;1;1;117
TN;43;23;0;0;-4.269433022;3.559999943;5.900000095;-0.774628222;0;1;0;68063;4849110;0.460875094;1;1;117
TN;43;24;0;0;-4.263836384;3.559999943;5.400000095;-0.772743285;0;1;0;68492;4851777;0.461744636;1;1;117
TN;43;25;0;0;-4.261229515;3.470000029;5.400000095;-0.769637942;0;0;1;68718;4854444;0.463180751;1;1;117
TN;43;26;0;0;-4.26155138;3.470000029;5.5;-0.769607604;0;0;1;68767;4857451;0.463194788;1;1;117
TN;43;27;0;0;-4.250918388;3.470000029;4.699999809;-0.787412345;0;0;1;69574;4860458;0.455020696;1;1;117
TN;43;28;0;0;-4.245161533;3.470000029;5.900000095;-0.808281243;0;0;0;70048;4863464;0.445623338;1;1;117
TN;43;29;0;0;-4.247708321;3.470000029;5.5;-0.802256823;0;0;0;69942;4866471;0.448316038;1;1;117
TN;43;30;0;0;-4.233248234;3.470000029;5.400000095;-0.793308794;0;0;0;71034;4869478;0.45234561;1;1;117
TN;43;31;0;0;-4.231917858;3.470000029;5;-0.792816699;1;0;0;71202;4872485;0.452568263;1;1;117
TN;43;32;0;0;-4.248133659;3.470000029;4.699999809;-0.784898579;1;0;0;70129;4875491;0.45616594;1;1;117
TN;43;33;0;0;-4.240616798;3.470000029;5.599999905;-0.765793502;1;0;0;70731;4878498;0.464964837;1;1;117
TN;43;34;0;0;-4.238442898;3.470000029;5.300000191;-0.760478914;0;1;0;70958;4881505;0.467442513;1;1;117
TN;43;35;0;0;-4.226603508;3.470000029;5.199999809;-0.758681536;0;1;0;71877;4884512;0.468283415;1;1;117
TN;43;36;0;0;-4.199686527;3.470000029;4.699999809;-0.755672038;0;1;0;73914;4887518;0.469694853;1;1;117
TN;43;37;0;0;-4.209834576;3.49000001;4.699999809;-0.754411817;0;0;1;73243;4890525;0.470287144;1;1;117
TN;43;38;0;0;-4.211255074;3.49000001;4.900000095;-0.758338809;0;0;1;73264;4895134;0.46844396;1;1;117
TN;43;39;0;0;-4.194059849;3.49000001;4.300000191;-0.775155544;0;0;1;74662;4899743;0.460632116;1;1;117
TN;43;40;0;0;-4.191420555;3.49000001;5.699999809;-0.802080274;0;0;0;74987;4904352;0.448395222;1;1;117
TN;43;41;0;0;-4.187632084;3.49000001;5.300000191;-0.796018064;0;0;0;75400;4908961;0.451121747;1;1;117
TN;43;42;0;0;-4.175150871;3.49000001;5.099999905;-0.787956417;0;0;0;76477;4913570;0.454773217;1;1;117
TN;43;43;0;0;-4.171413898;3.49000001;4.900000095;-0.788421988;1;0;0;76894;4918179;0.454561532;1;1;117
TN;43;44;0;0;-4.172371387;3.49000001;4.900000095;-0.782113612;1;0;0;76951;4922788;0.457438141;1;1;117
TN;43;45;0;0;-4.16413784;3.49000001;5.599999905;-0.768197179;1;0;0;77719;4927397;0.463848561;1;1;117
TN;43;46;0;0;-4.159012318;3.49000001;5.400000095;-0.769724667;0;1;0;78251;4932006;0.463140547;1;1;117
TN;43;47;0;0;-4.144267559;3.49000001;5.300000191;-0.768082619;0;1;0;79548;4936615;0.463901669;1;1;117
TN;43;48;0;0;-4.13535738;3.49000001;5.099999905;-0.76765132;0;1;0;80396;4941224;0.464101821;1;1;117
TN;43;49;0;0;-4.12908268;3.430000067;5.199999809;-0.767303765;0;0;1;81039;4945833;0.464263141;1;1;117
TN;43;50;0;0;-4.119423389;3.430000067;5.599999905;-0.770135462;0;0;1;81919;4951397;0.462950349;1;1;117
TN;43;51;0;0;-4.105815887;3.430000067;5.199999809;-0.785326004;0;0;1;83136;4956962;0.455971003;1;1;117
TN;43;52;0;0;-4.096413612;3.430000067;7.300000191;-0.814977288;0;0;0;84017;4962526;0.442649364;1;1;117
TN;43;53;0;0;-4.077052116;3.430000067;7.199999809;-0.8107692;0;0;0;85757;4968091;0.444516003;1;1;117
TN;43;54;0;0;-4.058398724;3.430000067;7.099999905;-0.804711401;0;0;0;87471;4973655;0.447216988;1;1;117
TN;43;55;0;0;-4.052129745;3.430000067;6.900000095;-0.807400346;1;0;0;88121;4979220;0.446016043;1;1;117
TN;43;56;0;0;-4.040096283;3.430000067;6.5;-0.80078733;1;0;0;89289;4984784;0.448975325;1;1;117
TN;43;57;0;0;-4.04142952;3.430000067;7.300000191;-0.787506878;1;0;0;89271;4990348;0.454977691;1;1;117
TN;43;58;0;0;-4.033162117;3.430000067;7;-0.786169052;0;1;0;90114;4995913;0.455586791;1;1;117
TN;43;59;0;0;-4.023727894;3.430000067;6.800000191;-0.783806741;0;1;0;91071;5001477;0.456664294;1;1;117
TN;43;60;0;0;-4.019283295;3.430000067;6.300000191;-0.78047204;0;1;0;91580;5007042;0.458189696;1;1;117
TN;43;61;0;0;-3.998293638;3.450000048;6.300000191;-0.777049661;0;0;1;93628;5012606;0.459760457;1;1;117
TN;43;62;0;0;-3.996739149;3.450000048;6.300000191;-0.778227746;0;0;1;93921;5018432;0.459219128;1;1;117
TN;43;63;0;0;-3.987833738;3.450000048;5.900000095;-0.792502165;0;0;1;94910;5024258;0.452710629;1;1;117
TN;43;64;0;0;-4.001164913;3.450000048;7.599999905;-0.816598833;0;0;0;93800;5030084;0.441932172;1;1;117
TN;43;65;0;0;-3.999356747;3.450000048;7.199999809;-0.810766339;0;0;0;94117;5035910;0.444517285;1;1;117
TN;43;66;0;0;-3.994197607;3.450000048;6.900000095;-0.79799974;0;0;0;94752;5041736;0.450228661;1;1;117
TN;43;67;0;0;-3.995865822;3.450000048;6.300000191;-0.802169383;1;0;0;94742;5047562;0.448355258;1;1;117
TN;43;68;0;0;-4.001870155;3.450000048;6.199999809;-0.795969903;1;0;0;94322;5053388;0.451143473;1;1;117
TN;43;69;0;0;-3.992307425;3.450000048;7;-0.782837391;1;0;0;95377;5059214;0.457107157;1;1;117
TN;43;70;0;0;-3.986261845;3.450000048;6.400000095;-0.780374229;0;1;0;96105;5065040;0.458234489;1;1;117
TN;43;71;0;0;-3.979776382;3.450000048;6.400000095;-0.781422555;0;1;0;96881;5070866;0.457754344;1;1;117
TN;43;72;0;0;-3.953724146;3.450000048;6;-0.778921247;0;1;0;99593;5076692;0.458900809;1;1;117
TN;43;73;0;0;-3.931504726;3.339999914;5.900000095;-0.771533608;0;0;1;101989;5082518;0.462303519;1;1;117
TN;43;74;0;0;-3.913555622;3.339999914;5.900000095;-0.774398088;0;0;1;104034;5088798;0.46098116;1;1;117
TN;43;75;0;0;-3.870580196;3.339999914;5.300000191;-0.787241995;0;0;1;108809;5095078;0.455098242;1;1;117
TN;43;76;0;0;-3.84215641;3.339999914;6.699999809;-0.814733267;0;0;0;112159;5101358;0.442757398;1;1;117
TN;43;77;0;0;-3.88186717;3.339999914;6.199999809;-0.808108687;0;0;0;107997;5107637;0.445700228;1;1;117
TN;43;78;0;0;-3.881802082;3.339999914;6.199999809;-0.802977681;0;0;0;108209;5113917;0.44799301;1;1;117
TN;43;79;0;0;-3.878874302;3.339999914;5.900000095;-0.800164223;1;0;0;108732;5120197;0.449255168;1;1;117
TN;43;80;0;0;-3.894162655;3.339999914;5.699999809;-0.794121683;1;0;0;107285;5126477;0.451978028;1;1;117
TN;43;81;0;0;-3.89342761;3.339999914;6.5;-0.77870822;1;0;0;107567;5132757;0.458998561;1;1;117
TN;43;82;0;0;-3.882484674;3.339999914;6;-0.772662699;0;1;0;108956;5139037;0.461781859;1;1;117
TN;43;83;0;0;-3.891619921;3.339999914;5.800000191;-0.769661963;0;1;0;108169;5145316;0.463169605;1;1;117
TN;43;84;0;0;-3.872408867;3.339999914;5.300000191;-0.761621118;0;1;0;110475;5151596;0.466908902;1;1;117
TN;43;85;0;0;-3.87834549;3.279999971;5.199999809;-0.751491904;0;0;1;110028;5157876;0.471662372;1;1;117
TN;43;86;0;0;-3.857299328;3.279999971;5.099999905;-0.747018993;0;0;1;112597;5164333;0.473776758;1;1;117
TN;43;87;0;0;-3.871456385;3.279999971;4.5;-0.751051188;0;0;1;111240;5170790;0.471870244;1;1;117
TN;43;88;0;0;-3.867160559;3.279999971;5.900000095;-0.772499025;0;0;0;111946;5177247;0.461857438;1;1;117
TN;43;89;0;0;-3.874615908;3.279999971;5.5;-0.757886469;0;0;0;111340;5183703;0.468655914;1;1;117
TN;43;90;0;0;-3.87305522;3.279999971;5.199999809;-0.741402507;0;0;0;111740;5190160;0.476445228;1;1;117
TN;43;91;0;0;-3.879851103;3.279999971;4.599999905;-0.735120118;1;0;0;111208;5196617;0.479447871;1;1;117
TN;43;92;0;0;-3.887471914;3.279999971;4.400000095;-0.724898219;1;0;0;110587;5203074;0.484373868;1;1;117
TN;43;93;0;0;-3.900840282;3.279999971;5.199999809;-0.708783209;1;0;0;109339;5209531;0.492242783;1;1;117
TN;43;94;0;0;-3.901194811;3.279999971;5;-0.704814315;0;1;0;109521;5215988;0.494200319;1;1;117
TN;43;95;0;0;-3.899127245;3.279999971;4.900000095;-0.702918589;0;1;0;109969;5222444;0.495138109;1;1;117
TN;43;96;0;0;-3.90378952;3.279999971;4.5;-0.697962642;0;1;0;109678;5228901;0.497598052;1;1;117
TN;43;97;0;0;-3.917446852;4.840000153;4.400000095;-0.697080493;0;0;1;108408;5235358;0.498037189;1;1;117
TN;43;98;0;0;-3.927763939;4.840000153;4.199999809;-0.691985548;0;0;1;107498;5241360;0.500581145;1;1;117
TN;43;99;0;0;-3.947310925;4.840000153;3.799999952;-0.71015352;0;0;1;105616;5247362;0.491568714;1;1;117
TN;43;100;0;0;-3.946056128;4.840000153;5.300000191;-0.744475722;0;0;0;105948;5253364;0.474983275;1;1;117
TN;43;101;0;0;-3.966484785;4.840000153;5.199999809;-0.740906119;0;0;0;104001;5259366;0.476681799;1;1;117
TN;43;102;0;0;-3.968114853;4.840000153;5;-0.73304677;0;0;0;104027;5265368;0.480442971;1;1;117
TN;43;103;0;0;-3.983405113;4.840000153;4.800000191;-0.737965107;1;0;0;102641;5271370;0.478085786;1;1;117
TN;43;104;0;0;-3.989205599;4.840000153;4.800000191;-0.734123945;1;0;0;102239;5277371;0.479925692;1;1;117
TN;43;105;0;0;-4.005740166;4.840000153;5.900000095;-0.723007858;1;0;0;100751;5283373;0.485290349;1;1;117
TN;43;106;0;0;-3.994312048;4.840000153;6;-0.721935451;0;1;0;102100;5289375;0.485811085;1;1;117
TN;43;107;0;0;-3.994547844;4.840000153;5.599999905;-0.718291163;0;1;0;102267;5295377;0.48758474;1;1;117
TN;43;108;0;0;-3.993019581;4.840000153;5.099999905;-0.713218153;0;1;0;102615;5301379;0.490064561;1;1;117
TN;43;109;0;0;-3.997647524;4.980000019;5.099999905;-0.71054858;0;0;1;102332;5307381;0.491374552;1;1;117
TN;43;110;0;0;-4.018577099;4.980000019;5;-0.707336724;0;0;1;100357;5312449;0.492955327;1;1;117
TN;43;111;0;0;-4.035388947;4.980000019;4.400000095;-0.714669585;0;0;1;98826;5317517;0.489353776;1;1;117
TN;43;112;0;0;-4.016216755;4.980000019;6.300000191;-0.742973268;0;0;0;100884;5322585;0.475697428;1;1;117
TN;43;113;0;0;-4.042869091;4.980000019;5.599999905;-0.733954906;0;0;0;98372;5327653;0.480006874;1;1;117
TN;43;114;0;0;-4.026031971;4.980000019;5.099999905;-0.716334879;0;0;0;100186;5332721;0.488539517;1;1;117
TN;43;115;0;0;-4.035806656;4.980000019;4.800000191;-0.724315107;1;0;0;99354;5337790;0.484656394;1;1;117
TN;43;116;0;0;-4.056128502;4.980000019;4.599999905;-0.71889329;1;0;0;97495;5342858;0.487291247;1;1;117
TN;43;117;0;0;-4.046503067;4.980000019;5.599999905;-0.709542096;1;0;0;98579;5347926;0.49186936;1;1;117
TX;44;1;1;0;-4.714697838;4.960000038;8.800000191;-0.806708395;0;0;1;148974;16621791;0.446324766;1;0;114
TX;44;2;1;0;-4.722931385;4.960000038;8.899999619;-0.80612725;0;0;1;147759;16625560;0.446584225;1;0;114
TX;44;3;1;0;-4.696507931;4.960000038;8.600000381;-0.805280328;0;0;1;151722;16629330;0.446962625;1;0;114
TX;44;4;1;0;-4.682077408;4.960000038;9.5;-0.814275444;0;0;0;153934;16633099;0.442960143;1;0;114
TX;44;5;1;0;-4.666854858;4.960000038;9.199999809;-0.813042819;0;0;0;156302;16636868;0.443506479;1;0;114
TX;44;6;1;0;-4.640805721;4.960000038;8.699999809;-0.803794384;0;0;0;160434;16640637;0.447627276;1;0;114
TX;44;7;1;0;-4.634536266;4.960000038;8.399999619;-0.79878211;1;0;0;161450;16644407;0.449876517;1;0;114
TX;44;8;1;0;-4.64201498;4.960000038;8.399999619;-0.795487344;1;0;0;160254;16648176;0.451361209;1;0;114
TX;44;9;1;0;-4.640767574;4.960000038;9.399999619;-0.78391242;1;0;0;160461;16651945;0.456616014;1;0;114
TX;44;10;1;0;-4.629347324;4.960000038;8.699999809;-0.774863243;0;1;0;162311;16655714;0.460766792;1;0;114
TX;44;11;1;0;-4.634789944;4.960000038;8.300000191;-0.780582428;0;1;0;161437;16659484;0.458139092;1;0;114
TX;44;12;1;0;-4.625731468;4.960000038;8.100000381;-0.7828632;0;1;0;162913;16663253;0.457095385;1;0;114
TX;44;13;1;0;-4.609995365;4.940000057;7.5;-0.776507795;0;0;1;165504;16667022;0.460009664;1;0;114
TX;44;14;1;0;-4.616966248;4.940000057;7.699999809;-0.775690615;0;0;1;164585;16678665;0.46038571;1;0;114
TX;44;15;1;0;-4.605935097;4.940000057;7.300000191;-0.77543354;0;0;1;166644;16690308;0.460504085;1;0;114
TX;44;16;1;0;-4.612015724;4.940000057;8.300000191;-0.791827917;0;0;0;165866;16701950;0.453015953;1;0;114
TX;44;17;1;0;-4.59535408;4.940000057;8;-0.789713204;0;0;0;168889;16713593;0.453974962;1;0;114
TX;44;18;1;0;-4.57553339;4.940000057;7.599999905;-0.781257033;0;0;0;172511;16725236;0.457830131;1;0;114
TX;44;19;1;0;-4.585471153;4.940000057;7.199999809;-0.777938187;1;0;0;171044;16736879;0.459352136;1;0;114
TX;44;20;1;0;-4.587037563;4.940000057;7.099999905;-0.775672972;1;0;0;171015;16748521;0.460393846;1;0;114
TX;44;21;1;0;-4.583574295;4.940000057;8;-0.763616681;1;0;0;171848;16760164;0.465978086;1;0;114
TX;44;22;1;0;-4.599665165;4.940000057;7.400000095;-0.759032667;0;1;0;169341;16771807;0.468119025;1;0;114
TX;44;23;1;0;-4.581602573;4.940000057;7.099999905;-0.765496016;0;1;0;172668;16783450;0.465103179;1;0;114
TX;44;24;1;0;-4.581531525;4.940000057;7;-0.769632161;0;1;0;172921;16795092;0.463183403;1;0;114
TX;44;25;1;0;-4.565694809;4.809999943;6.599999905;-0.764920771;0;0;1;175926;16806736;0.465370804;1;0;114
TX;44;26;1;0;-4.570120811;4.809999943;6.800000191;-0.765005052;0;0;1;175473;16826664;0.465331584;1;0;114
TX;44;27;1;0;-4.561050415;4.809999943;6.5;-0.76590699;0;0;1;177399;16846596;0.464912087;1;0;114
TX;44;28;1;0;-4.558815479;4.809999943;7.400000095;-0.782663763;0;0;0;178124;16866524;0.45718655;1;0;114
TX;44;29;1;0;-4.560371399;4.809999943;7.199999809;-0.782963991;0;0;0;178175;16886454;0.45704931;1;0;114
TX;44;30;1;0;-4.532773972;4.809999943;6.800000191;-0.77564162;0;0;0;183498;16906384;0.46040827;1;0;114
TX;44;31;1;0;-4.546018124;4.809999943;6.5;-0.773105145;1;0;0;181417;16926314;0.461577564;1;0;114
TX;44;32;1;0;-4.534978867;4.809999943;6.400000095;-0.772210419;1;0;0;183768;16946244;0.461990744;1;0;114
TX;44;33;1;0;-4.531906128;4.809999943;7.400000095;-0.761268437;1;0;0;184672;16966172;0.46707359;1;0;114
TX;44;34;1;0;-4.538053513;4.809999943;6.900000095;-0.757969737;0;1;0;183877;16986104;0.468616873;1;0;114
TX;44;35;1;0;-4.514358997;4.809999943;6.699999809;-0.765933394;0;1;0;188631;17006032;0.464899808;1;0;114
TX;44;36;1;0;-4.51838541;4.809999943;6.599999905;-0.771036386;0;1;0;188217;17025962;0.462533444;1;0;114
TX;44;37;1;0;-4.493777275;4.840000153;6.199999809;-0.765806794;0;0;1;193259;17045892;0.464958668;1;0;114
TX;44;38;1;0;-4.48277235;4.840000153;6.400000095;-0.766598344;0;0;1;195919;17071900;0.464590758;1;0;114
TX;44;39;1;0;-4.477938175;4.840000153;6.099999905;-0.768231452;0;0;1;197393;17097908;0.463832647;1;0;114
TX;44;40;1;0;-4.445474148;4.840000153;7;-0.77188307;0;0;0;204449;17123916;0.46214202;1;0;114
TX;44;41;1;0;-4.434675694;4.840000153;6.900000095;-0.772600293;0;0;0;207218;17149924;0.461810678;1;0;114
TX;44;42;1;0;-4.413511753;4.840000153;6.300000191;-0.766512811;0;0;0;212212;17175932;0.464630514;1;0;114
TX;44;43;1;0;-4.418466091;4.840000153;6;-0.763582528;1;0;0;211723;17201940;0.465994;1;0;114
TX;44;44;1;0;-4.404555321;4.840000153;6;-0.761639953;1;0;0;215257;17227946;0.46690011;1;0;114
TX;44;45;1;0;-4.415447235;4.840000153;7;-0.751980782;1;0;0;213488;17253954;0.471431822;1;0;114
TX;44;46;1;0;-4.403856754;4.840000153;6.400000095;-0.748797536;0;1;0;216547;17279962;0.472934902;1;0;114
TX;44;47;1;0;-4.391087532;4.840000153;6.199999809;-0.755775273;0;1;0;219908;17305970;0.469646364;1;0;114
TX;44;48;1;0;-4.396084309;4.840000153;6.099999905;-0.76172328;0;1;0;219388;17331976;0.466861188;1;0;114
TX;44;49;1;0;-4.361922741;4.820000172;5.699999809;-0.75682205;0;0;1;227609;17357984;0.469155014;1;0;114
TX;44;50;1;0;-4.364927292;4.820000172;6.199999809;-0.757019997;0;0;1;227396;17384848;0.46906215;1;0;114
TX;44;51;1;0;-4.351306915;4.820000172;6;-0.758141458;0;0;1;230991;17411710;0.468536407;1;0;114
TX;44;52;1;0;-4.336389065;4.820000172;6.800000191;-0.780175686;0;0;0;234947;17438572;0.458325475;1;0;114
TX;44;53;1;0;-4.328538895;4.820000172;6.800000191;-0.779321015;0;0;0;237287;17465436;0.458717376;1;0;114
TX;44;54;1;0;-4.307801723;4.820000172;6.5;-0.772518337;0;0;0;242758;17492298;0.461848527;1;0;114
TX;44;55;1;0;-4.312286377;4.820000172;6.300000191;-0.770708382;1;0;0;242169;17519160;0.462685198;1;0;114
TX;44;56;1;0;-4.308529377;4.820000172;6.400000095;-0.769122064;1;0;0;243580;17546024;0.463419735;1;0;114
TX;44;57;1;0;-4.317074299;4.820000172;7.400000095;-0.758773208;1;0;0;242003;17572884;0.468240499;1;0;114
TX;44;58;1;0;-4.300628662;4.820000172;7;-0.755397737;0;1;0;246520;17599748;0.469823718;1;0;114
TX;44;59;1;0;-4.286441803;4.820000172;6.699999809;-0.762615561;0;1;0;250554;17626610;0.46644482;1;0;114
TX;44;60;1;0;-4.279448986;4.820000172;6.800000191;-0.767694116;0;1;0;252828;17653472;0.464081973;1;0;114
TX;44;61;1;0;-4.253551006;4.840000153;6.5;-0.763274193;0;0;1;259991;17680336;0.466137677;1;0;114
TX;44;62;1;0;-4.264769077;4.840000153;6.900000095;-0.763450861;0;0;1;257776;17709900;0.466055363;1;0;114
TX;44;63;1;0;-4.25292778;4.840000153;6.800000191;-0.76510644;0;0;1;261541;17739468;0.465284407;1;0;114
TX;44;64;1;0;-4.240856171;4.840000153;8.100000381;-0.783699811;0;0;0;265421;17769034;0.45671311;1;0;114
TX;44;65;1;0;-4.247085094;4.840000153;8;-0.782820284;0;0;0;264473;17798600;0.457114995;1;0;114
TX;44;66;1;0;-4.24524641;4.840000153;7.599999905;-0.775896907;0;0;0;265662;17828168;0.46029076;1;0;114
TX;44;67;1;0;-4.242293358;4.840000153;7.400000095;-0.772031784;1;0;0;267153;17857732;0.462073296;1;0;114
TX;44;68;1;0;-4.252624989;4.840000153;7.400000095;-0.771071374;1;0;0;265106;17887300;0.462517262;1;0;114
